Week,Gross,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Capacity,Show_Name,Type,Year,Month,Season
4/30/17,1071386,1195572,0.8961,125.65,247,8527,8368,1.019,Come From Away,Musical,2017,4,Spring
4/30/17,1001177,1260814,0.7941,118.48,248,8450,9344,0.904,War Paint,Musical,2017,4,Spring
4/30/17,292343,636424,0.4594,70.72,199,4134,5272,0.784,Sweat,Play,2017,4,Spring
4/30/17,1393348,1550930,0.8984,104.83,227.5,13291,13816,0.962,Aladdin,Musical,2017,4,Spring
4/30/17,1014276,1349972,0.7513,84.88,203,11949,12840,0.931,The Phantom Of The Opera,Musical,2017,4,Spring
4/30/17,937564,1323328,0.7085,114.93,267,8158,9104,0.896,Natashapierre The Great Comet Of 1812,Musical,2017,4,Spring
4/30/17,873433,1484897,0.5882,89.58,248,9750,13896,0.702,Miss Saigon,Musical,2017,4,Spring
4/30/17,852730,1445048,0.5901,91.37,248,9333,12184,0.766,School Of Rock,Musical,2017,4,Spring
4/30/17,378019,985352,0.3836,80.74,275.5,4682,7416,0.631,Amelie,Musical,2017,4,Spring
5/7/17,702688,1445048,0.4863,84.77,248,8289,12184,0.68,School Of Rock,Musical,2017,5,Spring
5/7/17,269537,895808,0.3009,52.07,273,5176,7944,0.652,The Glass Menagerie,Play,2017,5,Spring
5/7/17,348273,654168,0.5324,71.93,197,4842,6832,0.709,The Play That Goes Wrong,Play,2017,5,Spring
5/7/17,916050,1484897,0.6169,91.08,248,10058,13896,0.724,Miss Saigon,Musical,2017,5,Spring
5/7/17,254338,873128,0.2913,56.05,197,4538,8584,0.529,Indecent,Play,2017,5,Spring
5/7/17,624338,1552352,0.4022,83.41,199,7485,13008,0.575,On Your Feet ,Musical,2017,5,Spring
5/7/17,353443,985352,0.3587,70.49,273,5014,7416,0.676,Amelie,Musical,2017,5,Spring
5/7/17,692653,1095720,0.6321,94,223,7369,8376,0.88,Oslo,Play,2017,5,Spring
5/7/17,1388432,1458040,0.9523,105.03,227.5,13220,13816,0.957,Aladdin,Musical,2017,5,Spring
5/7/17,535243,1034928,0.5172,92.01,227,5817,8264,0.704,Bandstand,Musical,2017,5,Spring
5/7/17,693699,1230236,0.5639,83.27,249,8331,11392,0.731,Kinky Boots,Musical,2017,5,Spring
5/7/17,1161015,1683085,0.6898,126.68,297,9165,11753,0.78,Sunset Boulevard,Musical,2017,5,Spring
5/7/17,276160,741016,0.3727,53.24,273,5187,6200,0.837,A Doll S Housepart 2,Play,2017,5,Spring
5/7/17,1098080,1195572,0.9185,128.87,297,8521,8368,1.018,Come From Away,Musical,2017,5,Spring
5/7/17,958063,1260814,0.7599,112.4,248,8524,9344,0.912,War Paint,Musical,2017,5,Spring
5/7/17,314734,650824,0.4836,69.01,199,4561,5272,0.865,Sweat,Play,2017,5,Spring
5/7/17,952406,1349972,0.7055,86.83,203,10969,12840,0.854,The Phantom Of The Opera,Musical,2017,5,Spring
5/7/17,456576,849360,0.5376,90.29,179,5057,5200,0.973,The Little Foxes,Play,2017,5,Spring
5/7/17,592784,947952,0.6253,84.13,187,7046,8640,0.816,Chicago,Musical,2017,5,Spring
5/7/17,1539527,1779845,0.865,116.98,240,13161,14456,0.91,Wicked,Musical,2017,5,Spring
5/7/17,399523,1020672,0.3914,75.32,197,5304,8416,0.63,Six Degrees Of Separation,Play,2017,5,Spring
5/7/17,1213266,1345936,0.9014,139.86,477,8675,8528,1.017,The Book Of Mormon,Musical,2017,5,Spring
5/7/17,753368,1325024,0.5686,90.4,350,8334,11176,0.746,Present Laughter,Play,2017,5,Spring
5/7/17,645810,830960,0.7772,109.14,250,5917,5920,0.999,The Price,Play,2017,5,Spring
5/7/17,751490,951630,0.7897,105.53,275,7121,8352,0.853,A Bronx Tale The Musical,Musical,2017,5,Spring
5/7/17,1183018,1019480,1.1604,149.41,270,7918,8360,0.947,Waitress,Musical,2017,5,Spring
5/7/17,1062556,1148740,0.925,118.15,350,8993,9144,0.983,Anastasia,Musical,2017,5,Spring
5/7/17,3141642,2905344,1.0813,292.14,849,10754,10568,1.018,Hamilton,Musical,2017,5,Spring
5/7/17,1296755,1178264,1.1006,162.34,397,7988,7872,1.015,Dear Evan Hansen,Musical,2017,5,Spring
5/7/17,1950008,2030373,0.9604,144.77,225,13470,13568,0.993,The Lion King,Musical,2017,5,Spring
5/7/17,823512,1312852,0.6273,95.44,375,8629,9824,0.878,Groundhog Day,Musical,2017,5,Spring
5/7/17,839287,1196900,0.7012,115.43,249,7271,8208,0.886,Beautiful,Musical,2017,5,Spring
5/7/17,669519,1426700,0.4693,85.61,197,7821,11000,0.711,Cats,Musical,2017,5,Spring
5/7/17,1963963,1633443,1.2023,191.48,748,10257,9989,1.027,Hellodolly ,Musical,2017,5,Spring
5/7/17,875723,1323328,0.6618,102.13,267,8575,9104,0.942,Natashapierre The Great Comet Of 1812,Musical,2017,5,Spring
5/7/17,1165443,1390624,0.8381,102.58,233,11361,11968,0.949,Charlie And The Chocolate Factory,Musical,2017,5,Spring
5/14/17,715600,1230236,0.5817,90.95,249,7868,11392,0.691,Kinky Boots,Musical,2017,5,Spring
5/14/17,804779,951630,0.8457,105.28,275,7644,8352,0.915,A Bronx Tale The Musical,Musical,2017,5,Spring
5/14/17,891184,1484897,0.6002,89.22,248,9989,13896,0.719,Miss Saigon,Musical,2017,5,Spring
5/14/17,1127634,1683085,0.67,124.66,297,9046,11753,0.77,Sunset Boulevard,Musical,2017,5,Spring
5/14/17,1127850,1260966,0.8944,132.27,297,8527,8368,1.019,Come From Away,Musical,2017,5,Spring
5/14/17,943297,1260814,0.7482,110.77,248,8516,9344,0.911,War Paint,Musical,2017,5,Spring
5/14/17,1177329,1323328,0.8897,131.34,267,8964,9104,0.985,Natashapierre The Great Comet Of 1812,Musical,2017,5,Spring
5/14/17,1281329,1178264,1.0875,160.21,397,7998,7872,1.016,Dear Evan Hansen,Musical,2017,5,Spring
5/14/17,1638506,1719671,0.9528,139.35,225,11758,13568,0.867,The Lion King,Musical,2017,5,Spring
5/14/17,355923,648584,0.5488,73.54,199,4840,5272,0.918,Sweat,Play,2017,5,Spring
5/14/17,472465,849360,0.5563,94.19,179,5016,5200,0.965,The Little Foxes,Play,2017,5,Spring
5/14/17,853434,1325024,0.6441,93.31,350,9146,11176,0.818,Present Laughter,Play,2017,5,Spring
5/14/17,591373,947952,0.6238,84.12,187,7030,8640,0.814,Chicago,Musical,2017,5,Spring
5/14/17,957171,1356418,0.7057,85.11,203,11246,12840,0.876,The Phantom Of The Opera,Musical,2017,5,Spring
5/14/17,754441,1552352,0.486,87.01,199,8671,13008,0.667,On Your Feet ,Musical,2017,5,Spring
5/14/17,1157981,1390624,0.8327,103.6,233,11177,11968,0.934,Charlie And The Chocolate Factory,Musical,2017,5,Spring
5/14/17,390243,1020672,0.3823,76.76,197,5084,8416,0.604,Six Degrees Of Separation,Play,2017,5,Spring
5/14/17,568249,1034928,0.5491,91.91,227,6183,8264,0.748,Bandstand,Musical,2017,5,Spring
5/14/17,396905,985352,0.4028,72.61,273,5466,7416,0.737,Amelie,Musical,2017,5,Spring
5/14/17,954528,1226174,0.7785,119.9,249,7961,8208,0.97,Beautiful,Musical,2017,5,Spring
5/14/17,1225118,1480136,0.8277,140.83,477,8699,8528,1.02,The Book Of Mormon,Musical,2017,5,Spring
5/14/17,281587,895808,0.3143,53.25,273,5288,7944,0.666,The Glass Menagerie,Play,2017,5,Spring
5/14/17,926868,1312852,0.706,103.62,375,8945,9824,0.911,Groundhog Day,Musical,2017,5,Spring
5/14/17,809793,1445048,0.5604,91.05,248,8894,12184,0.73,School Of Rock,Musical,2017,5,Spring
5/14/17,384273,654168,0.5874,71.84,197,5349,6832,0.783,The Play That Goes Wrong,Play,2017,5,Spring
5/14/17,1374718,1484450,0.9261,103.57,227.5,13273,13816,0.961,Aladdin,Musical,2017,5,Spring
5/14/17,1255894,1019480,1.2319,152.14,270,8255,8360,0.987,Waitress,Musical,2017,5,Spring
5/14/17,773910,830960,0.9313,129.2,250,5990,5920,1.012,The Price,Play,2017,5,Spring
5/14/17,255289,873128,0.2924,55.46,197,4603,8584,0.536,Indecent,Play,2017,5,Spring
5/14/17,1641456,1779845,0.9222,116.99,240,14031,14456,0.971,Wicked,Musical,2017,5,Spring
5/14/17,1089680,1148740,0.9486,119.56,350,9114,9144,0.997,Anastasia,Musical,2017,5,Spring
5/14/17,2823183,2632208,1.0726,263.01,849,10734,10568,1.016,Hamilton,Musical,2017,5,Spring
5/14/17,730829,1426700,0.5123,87.04,197,8396,11000,0.763,Cats,Musical,2017,5,Spring
5/14/17,661485,1095720,0.6037,89.08,223,7426,8376,0.887,Oslo,Play,2017,5,Spring
5/14/17,1905569,1641024,1.1612,185.57,748,10269,10122,1.015,Hellodolly ,Musical,2017,5,Spring
5/14/17,303665,721304,0.421,54.12,273,5611,6200,0.905,A Doll S Housepart 2,Play,2017,5,Spring
5/21/17,627138,947952,0.6616,83.67,187,7495,8640,0.867,Chicago,Musical,2017,5,Spring
5/21/17,1066119,1356418,0.786,87.17,203,12231,12840,0.953,The Phantom Of The Opera,Musical,2017,5,Spring
5/21/17,1452664,1524082,0.9531,107.27,227.5,13542,13816,0.98,Aladdin,Musical,2017,5,Spring
5/21/17,962923,1233226,0.7808,120.76,249,7974,8208,0.971,Beautiful,Musical,2017,5,Spring
5/21/17,1120135,1144036,0.9791,120.9,350,9265,9144,1.013,Anastasia,Musical,2017,5,Spring
5/21/17,1200043,1323328,0.9068,132.16,267,9080,9104,0.997,Natashapierre The Great Comet Of 1812,Musical,2017,5,Spring
5/21/17,906693,1312852,0.6906,102.36,375,8858,9824,0.902,Groundhog Day,Musical,2017,5,Spring
5/21/17,335674,895808,0.3747,53.1,273,6321,7944,0.796,The Glass Menagerie,Play,2017,5,Spring
5/21/17,1104795,1260966,0.8762,129.56,297,8527,8368,1.019,Come From Away,Musical,2017,5,Spring
5/21/17,394495,654168,0.603,74.18,197,5318,6832,0.778,The Play That Goes Wrong,Play,2017,5,Spring
5/21/17,915009,1573493,0.5815,89.08,248,10272,13896,0.739,Miss Saigon,Musical,2017,5,Spring
5/21/17,1730401,1779845,0.9722,117.42,240,14737,14936,0.987,Wicked,Musical,2017,5,Spring
5/21/17,796424,1230236,0.6474,92.34,249,8625,11392,0.757,Kinky Boots,Musical,2017,5,Spring
5/21/17,1250852,1178384,1.0615,156.49,397,7993,7872,1.015,Dear Evan Hansen,Musical,2017,5,Spring
5/21/17,341437,1020672,0.3345,77.49,197,4406,8416,0.524,Six Degrees Of Separation,Play,2017,5,Spring
5/21/17,739890,1552352,0.4766,85.32,199,8672,13008,0.667,On Your Feet ,Musical,2017,5,Spring
5/21/17,971231,1260814,0.7703,112.71,248,8617,9344,0.922,War Paint,Musical,2017,5,Spring
5/21/17,291234,873128,0.3336,55.28,197,5268,8584,0.614,Indecent,Play,2017,5,Spring
5/21/17,1193891,1683085,0.7093,120.6,297,9900,11753,0.842,Sunset Boulevard,Musical,2017,5,Spring
5/21/17,490268,985352,0.4976,72.26,273,6785,7416,0.915,Amelie,Musical,2017,5,Spring
5/21/17,212626,444580,0.4783,62.94,249,3378,3880,0.871,1984,Play,2017,5,Spring
5/21/17,1289629,1345936,0.9582,148.01,477,8713,8528,1.022,The Book Of Mormon,Musical,2017,5,Spring
5/21/17,325010,633761,0.5128,63.64,273,5107,5425,0.941,A Doll S Housepart 2,Play,2017,5,Spring
5/21/17,618912,1034928,0.598,89.12,227,6945,8264,0.84,Bandstand,Musical,2017,5,Spring
5/21/17,667486,1095720,0.6092,90.94,223,7340,8376,0.876,Oslo,Play,2017,5,Spring
5/21/17,1976301,2071062,0.9542,146.15,225,13522,13568,0.997,The Lion King,Musical,2017,5,Spring
5/21/17,832206,1325024,0.6281,98,350,8492,11176,0.76,Present Laughter,Play,2017,5,Spring
5/21/17,301575,649704,0.4642,71.77,199,4202,5272,0.797,Sweat,Play,2017,5,Spring
5/21/17,813280,951630,0.8546,104.59,275,7776,8352,0.931,A Bronx Tale The Musical,Musical,2017,5,Spring
5/21/17,1933853,1641024,1.1784,188.25,748,10273,10122,1.015,Hellodolly ,Musical,2017,5,Spring
5/21/17,3133555,2905344,1.0785,291.36,849,10755,10568,1.018,Hamilton,Musical,2017,5,Spring
5/21/17,487063,849360,0.5734,95.3,179,5111,5200,0.983,The Little Foxes,Play,2017,5,Spring
5/21/17,1148781,1390624,0.8261,97.94,233,11729,11968,0.98,Charlie And The Chocolate Factory,Musical,2017,5,Spring
5/21/17,819211,1445048,0.5669,89.99,248,9103,12184,0.747,School Of Rock,Musical,2017,5,Spring
5/21/17,1319560,1019480,1.2943,156.29,270,8443,8360,1.01,Waitress,Musical,2017,5,Spring
5/21/17,733234,1426700,0.5139,86.22,197,8513,11000,0.774,Cats,Musical,2017,5,Spring
5/28/17,663241,1095720,0.6053,88.15,223,7524,8376,0.898,Oslo,Play,2017,5,Spring
5/28/17,399887,654168,0.6113,73.13,197,5468,6832,0.8,The Play That Goes Wrong,Play,2017,5,Spring
5/28/17,770786,951630,0.81,100.84,275,7644,8352,0.915,A Bronx Tale The Musical,Musical,2017,5,Spring
5/28/17,1265001,1345936,0.9399,145.1,477,8718,8528,1.022,The Book Of Mormon,Musical,2017,5,Spring
5/28/17,1911108,1641024,1.1646,186.16,748,10266,10122,1.014,Hellodolly ,Musical,2017,5,Spring
5/28/17,821766,1426700,0.576,90.72,197,9058,11000,0.823,Cats,Musical,2017,5,Spring
5/28/17,596302,1034928,0.5762,86.25,227,6914,8264,0.837,Bandstand,Musical,2017,5,Spring
5/28/17,320060,1020672,0.3136,74.92,197,4272,8416,0.508,Six Degrees Of Separation,Play,2017,5,Spring
5/28/17,261762,873128,0.2998,51.97,197,5037,8584,0.587,Indecent,Play,2017,5,Spring
5/28/17,974066,1321772,0.7369,105.51,375,9232,9824,0.94,Groundhog Day,Musical,2017,5,Spring
5/28/17,419689,721304,0.5818,68.99,297,6083,6200,0.981,A Doll S Housepart 2,Play,2017,5,Spring
5/28/17,1160490,1356418,0.8556,91.23,203,12720,12840,0.991,The Phantom Of The Opera,Musical,2017,5,Spring
5/28/17,837093,1573493,0.532,83.86,248,9982,13896,0.718,Miss Saigon,Musical,2017,5,Spring
5/28/17,1166324,1153441,1.0112,125.55,350,9290,9144,1.016,Anastasia,Musical,2017,5,Spring
5/28/17,1221821,1390624,0.8786,104.82,233,11656,11968,0.974,Charlie And The Chocolate Factory,Musical,2017,5,Spring
5/28/17,762088,1325024,0.5752,88.78,350,8584,11176,0.768,Present Laughter,Play,2017,5,Spring
5/28/17,711717,947952,0.7508,88.94,187,8002,8640,0.926,Chicago,Musical,2017,5,Spring
5/28/17,1289071,1178384,1.0939,161.28,397,7993,7872,1.015,Dear Evan Hansen,Musical,2017,5,Spring
5/28/17,495090,849360,0.5829,97.27,179,5090,5200,0.979,The Little Foxes,Play,2017,5,Spring
5/28/17,696935,1552352,0.449,80.58,199,8649,13008,0.665,On Your Feet ,Musical,2017,5,Spring
5/28/17,293025,650824,0.4502,72.35,199,4050,5272,0.768,Sweat,Play,2017,5,Spring
5/28/17,1115293,1230236,0.9066,105.71,399,10550,11392,0.926,Kinky Boots,Musical,2017,5,Spring
5/28/17,2073973,2090263,0.9922,152.99,225,13556,13568,0.999,The Lion King,Musical,2017,5,Spring
5/28/17,1166545,1260966,0.9251,136.9,297,8521,8368,1.018,Come From Away,Musical,2017,5,Spring
5/28/17,911811,1260814,0.7232,107.66,248,8469,9344,0.906,War Paint,Musical,2017,5,Spring
5/28/17,1542463,1580992,0.9756,113.46,227.5,13595,13816,0.984,Aladdin,Musical,2017,5,Spring
5/28/17,1239290,1323328,0.9365,136.85,267,9056,9104,0.995,Natashapierre The Great Comet Of 1812,Musical,2017,5,Spring
5/28/17,1105138,1683085,0.6566,114.37,297,9663,11753,0.822,Sunset Boulevard,Musical,2017,5,Spring
5/28/17,1315554,1019480,1.2904,155.8,270,8444,8360,1.01,Waitress,Musical,2017,5,Spring
5/28/17,895881,1198122,0.7477,117.54,249,7622,8208,0.929,Beautiful,Musical,2017,5,Spring
5/28/17,298438,664746,0.449,58.76,249,5079,6790,0.748,1984,Play,2017,5,Spring
5/28/17,1803868,1779845,1.0135,120.6,240,14957,15408,0.971,Wicked,Musical,2017,5,Spring
5/28/17,937892,1445048,0.649,92.98,248,10087,12184,0.828,School Of Rock,Musical,2017,5,Spring
5/28/17,2759708,2391114,1.1542,257.05,849,10736,10568,1.016,Hamilton,Musical,2017,5,Spring
6/4/17,859535,1312852,0.6547,97.27,375,8837,9824,0.9,Groundhog Day,Musical,2017,6,Summer
6/4/17,1088535,1153441,0.9437,118.62,350,9177,9144,1.004,Anastasia,Musical,2017,6,Summer
6/4/17,1356124,1019480,1.3302,160.54,270,8447,8360,1.01,Waitress,Musical,2017,6,Summer
6/4/17,685888,1426700,0.4808,81.02,197,8466,11000,0.77,Cats,Musical,2017,6,Summer
6/4/17,745250,951630,0.7831,103.69,275,7187,8352,0.861,A Bronx Tale The Musical,Musical,2017,6,Summer
6/4/17,1167234,1390624,0.8394,98.43,233,11858,11968,0.991,Charlie And The Chocolate Factory,Musical,2017,6,Summer
6/4/17,1171371,1323328,0.8852,130.36,267,8986,9104,0.987,Natashapierre The Great Comet Of 1812,Musical,2017,6,Summer
6/4/17,2031825,2077710,0.9779,150.68,225,13484,13568,0.994,The Lion King,Musical,2017,6,Summer
6/4/17,1254553,1178384,1.0646,156.98,397,7992,7872,1.015,Dear Evan Hansen,Musical,2017,6,Summer
6/4/17,702426,1325024,0.5301,95.15,350,7382,11176,0.661,Present Laughter,Play,2017,6,Summer
6/4/17,3054910,2629808,1.1616,284.07,849,10754,10568,1.018,Hamilton,Musical,2017,6,Summer
6/4/17,965075,1445048,0.6679,91.99,248,10491,12184,0.861,School Of Rock,Musical,2017,6,Summer
6/4/17,506439,1010288,0.5013,80.91,227,6259,8264,0.757,Bandstand,Musical,2017,6,Summer
6/4/17,1862923,1779845,1.0467,123.82,240,15046,15408,0.977,Wicked,Musical,2017,6,Summer
6/4/17,275958,650824,0.424,69.15,199,3991,5272,0.757,Sweat,Play,2017,6,Summer
6/4/17,600360,947952,0.6333,85.75,187,7001,8640,0.81,Chicago,Musical,2017,6,Summer
6/4/17,483703,849360,0.5695,96.43,179,5016,5200,0.965,The Little Foxes,Play,2017,6,Summer
6/4/17,1016796,1356418,0.7496,87.34,203,11642,12840,0.907,The Phantom Of The Opera,Musical,2017,6,Summer
6/4/17,606535,1552352,0.3907,80.36,199,7548,13008,0.58,On Your Feet ,Musical,2017,6,Summer
6/4/17,1137712,1260966,0.9023,133.36,297,8531,8368,1.019,Come From Away,Musical,2017,6,Summer
6/4/17,1094059,1257280,0.8702,103.04,399,10618,11392,0.932,Kinky Boots,Musical,2017,6,Summer
6/4/17,884470,1683085,0.5255,106.7,297,8289,11753,0.705,Sunset Boulevard,Musical,2017,6,Summer
6/4/17,835350,1573493,0.5309,85.47,248,9774,13896,0.703,Miss Saigon,Musical,2017,6,Summer
6/4/17,1495237,1562222,0.9571,111.12,199.5,13456,13816,0.974,Aladdin,Musical,2017,6,Summer
6/4/17,227045,873128,0.26,51.46,197,4412,8584,0.514,Indecent,Play,2017,6,Summer
6/4/17,802357,1260814,0.6364,105.53,248,7603,9344,0.814,War Paint,Musical,2017,6,Summer
6/4/17,1903373,1641024,1.1599,185.17,748,10279,10122,1.016,Hellodolly ,Musical,2017,6,Summer
6/4/17,452694,721304,0.6276,76.82,297,5893,6200,0.95,A Doll S Housepart 2,Play,2017,6,Summer
6/4/17,599230,1095720,0.5469,88.71,223,6755,8376,0.806,Oslo,Play,2017,6,Summer
6/4/17,259703,931872,0.2787,70.88,197,3664,8416,0.435,Six Degrees Of Separation,Play,2017,6,Summer
6/4/17,282053,774829,0.364,53.93,249,5230,7760,0.674,1984,Play,2017,6,Summer
6/4/17,349831,654168,0.5348,70.39,197,4970,6832,0.727,The Play That Goes Wrong,Play,2017,6,Summer
6/4/17,1222437,1192364,1.0252,140.46,477,8703,8528,1.021,The Book Of Mormon,Musical,2017,6,Summer
6/4/17,812996,1145692,0.7096,115.65,249,7030,8208,0.856,Beautiful,Musical,2017,6,Summer
6/11/17,800524,1103212,0.7256,109.63,248,7302,8176,0.893,War Paint,Musical,2017,6,Summer
6/11/17,1101208,1356418,0.8119,87.32,203,12611,12840,0.982,The Phantom Of The Opera,Musical,2017,6,Summer
6/11/17,302039,650824,0.4641,75.74,199,3988,5272,0.756,Sweat,Play,2017,6,Summer
6/11/17,722319,1426700,0.5063,84.15,197,8584,11000,0.78,Cats,Musical,2017,6,Summer
6/11/17,288446,774829,0.3723,51.93,249,5554,7760,0.716,1984,Play,2017,6,Summer
6/11/17,1166808,1260966,0.9253,136.98,347,8518,8368,1.018,Come From Away,Musical,2017,6,Summer
6/11/17,366882,654168,0.5608,71.48,197,5133,6832,0.751,The Play That Goes Wrong,Play,2017,6,Summer
6/11/17,1385059,1019480,1.3586,163.8,270,8456,8360,1.011,Waitress,Musical,2017,6,Summer
6/11/17,930921,1683085,0.5531,102.23,297,9106,11753,0.775,Sunset Boulevard,Musical,2017,6,Summer
6/11/17,580108,1010288,0.5742,83.98,227,6908,8264,0.836,Bandstand,Musical,2017,6,Summer
6/11/17,908741,1530404,0.5938,86.74,248,10477,13896,0.754,Miss Saigon,Musical,2017,6,Summer
6/11/17,1116918,1153441,0.9683,121.27,350,9210,9144,1.007,Anastasia,Musical,2017,6,Summer
6/11/17,672460,1325024,0.5075,86,350,7819,11176,0.7,Present Laughter,Play,2017,6,Summer
6/11/17,1047437,1445048,0.7248,96.27,248,10880,12184,0.893,School Of Rock,Musical,2017,6,Summer
6/11/17,1186807,1390624,0.8534,100.21,233,11843,11968,0.99,Charlie And The Chocolate Factory,Musical,2017,6,Summer
6/11/17,1195442,1257280,0.9508,106.44,399,11231,11392,0.986,Kinky Boots,Musical,2017,6,Summer
6/11/17,2022026,1641024,1.2322,196.75,748,10277,10122,1.015,Hellodolly ,Musical,2017,6,Summer
6/11/17,1221881,1192364,1.0248,140.59,477,8691,8528,1.019,The Book Of Mormon,Musical,2017,6,Summer
6/11/17,113033,343692,0.3289,50.66,149,2231,2936,0.76,Marvin S Room,Musical,2017,6,Summer
6/11/17,1929353,1779845,1.084,125.7,240,15349,15408,0.996,Wicked,Musical,2017,6,Summer
6/11/17,847025,1215236,0.697,117.25,249,7224,8208,0.88,Beautiful,Musical,2017,6,Summer
6/11/17,660561,1095720,0.6029,89.68,223,7366,8376,0.879,Oslo,Play,2017,6,Summer
6/11/17,277395,923128,0.3005,56.39,197,4919,8584,0.573,Indecent,Play,2017,6,Summer
6/11/17,1570729,1640100,0.9577,115.71,227.5,13575,13816,0.983,Aladdin,Musical,2017,6,Summer
6/11/17,533186,721304,0.7392,86.98,297,6130,6200,0.989,A Doll S Housepart 2,Play,2017,6,Summer
6/11/17,662449,947952,0.6988,86.56,187,7653,8640,0.886,Chicago,Musical,2017,6,Summer
6/11/17,656937,1552352,0.4232,80.39,199,8172,13008,0.628,On Your Feet ,Musical,2017,6,Summer
6/11/17,271320,931872,0.2912,69.69,197,3893,8416,0.463,Six Degrees Of Separation,Play,2017,6,Summer
6/11/17,1249593,1178384,1.0604,157,397,7959,7872,1.011,Dear Evan Hansen,Musical,2017,6,Summer
6/11/17,514866,849360,0.6062,103.64,179,4968,5200,0.955,The Little Foxes,Play,2017,6,Summer
6/11/17,2741983,2391114,1.1467,255.42,849,10735,10568,1.016,Hamilton,Musical,2017,6,Summer
6/11/17,1260351,1323328,0.9524,140.99,267,8939,9104,0.982,Natashapierre The Great Comet Of 1812,Musical,2017,6,Summer
6/11/17,2096787,2087165,1.0046,154.52,225,13570,13568,1,The Lion King,Musical,2017,6,Summer
6/11/17,935991,1303932,0.7178,103.11,375,9078,9824,0.924,Groundhog Day,Musical,2017,6,Summer
6/11/17,790835,951630,0.831,103.96,275,7607,8352,0.911,A Bronx Tale The Musical,Musical,2017,6,Summer
6/18/17,588054,1552352,0.3788,83.16,199,7071,13008,0.544,On Your Feet ,Musical,2017,6,Summer
6/18/17,1254022,1390624,0.9018,106.05,233,11825,11968,0.988,Charlie And The Chocolate Factory,Musical,2017,6,Summer
6/18/17,806480,1260814,0.6397,111.86,248,7210,9344,0.772,War Paint,Musical,2017,6,Summer
6/18/17,202232,669560,0.302,45.81,149,4415,5872,0.752,Marvin S Room,Musical,2017,6,Summer
6/18/17,1129909,1356418,0.833,90.93,203,12426,12840,0.968,The Phantom Of The Opera,Musical,2017,6,Summer
6/18/17,1959694,1779845,1.101,127.66,240,15351,15408,0.996,Wicked,Musical,2017,6,Summer
6/18/17,275431,650824,0.4232,68.24,199,4036,5272,0.766,Sweat,Play,2017,6,Summer
6/18/17,377789,923128,0.4092,62.89,197,6007,8584,0.7,Indecent,Play,2017,6,Summer
6/18/17,573552,947952,0.605,84.82,187,6762,8640,0.783,Chicago,Musical,2017,6,Summer
6/18/17,922481,1683085,0.5481,100.39,297,9189,11753,0.782,Sunset Boulevard,Musical,2017,6,Summer
6/18/17,1077446,1257280,0.857,104.87,399,10274,11392,0.902,Kinky Boots,Musical,2017,6,Summer
6/18/17,533193,849360,0.6278,108.68,179,4906,5200,0.943,The Little Foxes,Play,2017,6,Summer
6/18/17,1223741,1192364,1.0263,140.5,477,8710,8528,1.021,The Book Of Mormon,Musical,2017,6,Summer
6/18/17,1238179,1260966,0.9819,145.1,347,8533,8368,1.02,Come From Away,Musical,2017,6,Summer
6/18/17,835849,1530404,0.5462,83.85,248,9968,13896,0.717,Miss Saigon,Musical,2017,6,Summer
6/18/17,2297057,1830076,1.2552,196.23,748,11706,11568,1.012,Hellodolly ,Musical,2017,6,Summer
6/18/17,642594,1010288,0.6361,86.1,227,7463,8264,0.903,Bandstand,Musical,2017,6,Summer
6/18/17,316539,931872,0.3397,70.44,197,4494,8416,0.534,Six Degrees Of Separation,Play,2017,6,Summer
6/18/17,1247783,1178384,1.0589,156.19,397,7989,7872,1.015,Dear Evan Hansen,Musical,2017,6,Summer
6/18/17,2122697,2127930,0.9975,156.38,225,13574,13568,1,The Lion King,Musical,2017,6,Summer
6/18/17,1111664,1153441,0.9638,121.23,350,9170,9144,1.003,Anastasia,Musical,2017,6,Summer
6/18/17,3038936,2629808,1.1556,282.61,849,10753,10568,1.018,Hamilton,Musical,2017,6,Summer
6/18/17,782982,1019480,0.768,102.9,270,7609,8360,0.91,Waitress,Musical,2017,6,Summer
6/18/17,783750,1325024,0.5915,97.91,350,8005,11176,0.716,Present Laughter,Play,2017,6,Summer
6/18/17,1082850,1445048,0.7494,99.33,248,10901,12184,0.895,School Of Rock,Musical,2017,6,Summer
6/18/17,842777,1303932,0.6463,95.55,375,8820,9824,0.898,Groundhog Day,Musical,2017,6,Summer
6/18/17,530698,721304,0.7357,90.92,297,5837,6200,0.941,A Doll S Housepart 2,Play,2017,6,Summer
6/18/17,771462,921066,0.8376,102.99,275,7491,8352,0.897,A Bronx Tale The Musical,Musical,2017,6,Summer
6/18/17,759699,1426700,0.5325,86.13,197,8820,11000,0.802,Cats,Musical,2017,6,Summer
6/18/17,1594329,1637856,0.9734,116.34,227.5,13704,13816,0.992,Aladdin,Musical,2017,6,Summer
6/18/17,1319766,1323328,0.9973,145.28,267,9084,9104,0.998,Natashapierre The Great Comet Of 1812,Musical,2017,6,Summer
6/18/17,808195,1095720,0.7376,99.73,223,8104,8376,0.968,Oslo,Play,2017,6,Summer
6/18/17,301461,774829,0.3891,50.09,249,6018,7760,0.776,1984,Play,2017,6,Summer
6/18/17,774941,1138854,0.6805,117.45,249,6598,8208,0.804,Beautiful,Musical,2017,6,Summer
